N,E,W,X
44, 13.3075, 7, 13982
54, 30.1354, 6, 14652
38, 61.4313, 3, 16926
51, 45.9768, 7, 17225
52, 61.0058, 7, 1823
51, 76.9246, 6, 2876
49, 73.9458, 6, 2039
48, 71.4894, 6, 0
49, 70.0774, 5, 864
48, 69.5551, 5, 1
49, 72.0116, 5, 1319
47, 54.5261, 9, 8451
46, 55.9381, 9, 37
48, 82.1277, 8, 13499
51, 80.793, 4, 1247
53, 86.6731, -3, 11125
52, 82.2824, -3, 31
50, 73.501, -3, 1657
49, 69.1103, -3, 0
47, 70.9671, -2, 6478
52, 44.5648, 9, 18383
53, 20.9091, 9, 6440
53, 18.9749, 9, 689
39, 45.5126, 7, 32217
31, 40.3675, 4, 15893
31, 36.499, 4, 75
40, 47.0019, 8, 4687
42, 44.1779, 8, 678
42, 48.0464, 7, 424
42, 42.2437, 9, 186
58, 54.4681, 13, 7876
52, 39.7292, 6, 4959
51, 37.2727, 6, 186
50, 38.6847, 6, 41
50, 37.7176, 6, 408
55, 54.8356, 6, 6647
50, 56.0928, 3, 16028
49, 55.5706, 3, 117
50, 50.2901, 3, 261
51, 66.2863, 3, 2468
53, 69.265, 3, 451
56, 73.7331, 7, 10019
56, 71.7988, 8, 44
55, 72.2437, 7, 7026
56, 74.7002, 7, 271
61, 72.4758, 6, 8657
48, 40.5416, 5, 9038
46, 40.4642, 6, 835
43, 40.8317, 6, 1062
49, 42.9981, 5, 20590
50, 40.619, 4, 3264
55, 23.8878, 5, 2584
55, 33.559, 4, 2155
54, 36.9052, 2, 1863
46, 38.53, 6, 28020
50, 41.5861, 2, 15128
50, 39.6518, 2, 182
47, 36.1509, 4, 2055
46, 31.7602, 4, 93
45, 29.3037, 4, 35
49, 60.4062, 6, 18043
49, 60.4062, 7, 330
48, 61.8182, 6, 61
52, 85.1838, 5, 7148
51, 82.7273, 4, 158
54, 51.412, 8, 17492
51, 49.8453, 6, 1064
52, 52.3017, 6, 235
51, 45.9768, 6, 273
52, 46.499, 6, 399
45, 55.4159, 3, 21786
47, 46.7892, 3, 10779
52, 40.6963, 4, 27000
54, 36.9052, 3, 26391
55, 37.4275, 4, 224
66, 66.383, 5, 25187
60, 57.4468, 4, 2956
62, 54.6228, 4, 1277
53, 51.8569, 5, 11852
44, 74.236, 5, 7296
44, 74.236, 5, 54
49, 69.1103, 6, 10570
57, 64.5841, 6, 14721
54, 69.7872, 7, 8065
40, 17.9884, 6, 21434
40, 16.0542, 6, 244
41, 18.5106, 6, 585
40, 16.0542, 6, 9
42, 18.0658, 7, 917
51, 15.029, 5, 7888
55, 33.559, 8, 10273
50, 37.7176, 7, 1999
42, 24.8356, 6, 1452
40, 26.6925, 7, 3495
39, 24.236, 7, 0
41, 18.5106, 6, 3152
44, 31.6828, 5, 2024
49, 26.5571, 4, 1614
43, 37.9304, 5, 29080
47, 35.1838, 8, 6266
46, 47.234, 6, 4484
58, 68.0077, 4, 9276
59, 76.2669, 1, 7293
57, 73.2882, 1, 0
56, 80.5029, 0, 6743
49, 60.4062, -1, 2590
50, 60.9284, 2, 446
51, 66.2863, 2, 1450
51, 66.2863, 2, 86
50, 65.764, 2, 88
55, 57.7369, 5, 6880
43, 78.5493, 2, 8345
44, 82.94, 2, 420
43, 86.2863, 2, 195
51, 84.6615, 5, 10643
54, 44.6422, -2, 21671
52, 64.8743, -1, 17027
55, 66.441, -1, 1708
56, 65.029, 2, 11652
56, 65.029, 2, 220
57, 69.4197, 2, 357
58, 51.5667, 2, 11740
58, 42.8627, 2, 2425
55, 52.9014, 1, 1125
54, 50.4449, 1, 11
56, 53.4236, 1, 462
56, 53.4236, 2, 649
53, 41.2186, 9, 39572
47, 78.7041, 4, 28610
36, 39.1103, 5, 14810
46, 64.6422, 6, 14611
48, 67.6209, 6, 734
46, 63.675, 6, 4786
47, 64.1973, 6, 331
47, 58.3946, 6, 415
48, 54.0812, 3, 5335
47, 49.6905, 2, 107
43, 40.8317, 4, 14542
48, 27.9691, 6, 8083
48, 27.9691, 6, 96
57, 29.7679, 6, 9978
54, 32.0696, 6, 135
54, 34.0039, 6, 50
60, 29.4004, 6, 6405
54, 22.3985, 10, 6299
56, 27.3114, 10, 554
52, 36.8279, 10, 1097
55, 49.0329, 10, 18422
45, 30.2708, 8, 11649
58, 56.4023, 14, 10762
34, 36.1315, 1, 20866
36, 33.3075, 1, 2064
37, 40.5996, 1, 2215
38, 35.3191, 0, 2420
53, 33.4816, 5, 17980
53, 50.8897, 7, 4423
67, 53.3656, 11, 6919
66, 48.9749, 10, 134
67, 49.4971, 11, 419
59, 65.6286, 9, 6739
58, 63.1721, 9, 65
54, 59.1489, 4, 13979
64, 46.9632, 6, 10870
57, 50.0774, 7, 5887
48, 49.2456, 6, 1912
40, 45.0677, 4, 20108
39, 44.5455, 4, 688
39, 44.5455, 4, 142
38, 44.0232, 4, 11
49, 47.8337, 4, 11437
43, 48.5687, 4, 1928
42, 48.0464, 4, 186
41, 43.6557, 4, 277
40, 34.4294, 2, 4664
41, 28.1818, 2, 353
53, 29.6132, 4, 4262
42, 34.5068, 5, 11025
41, 35.9188, 5, 77
36, 28.472, 3, 1853
37, 27.06, 3, 253
52, 64.8743, 4, 27546
52, 64.8743, 4, 32
47, 40.0193, 3, 27502
49, 45.8994, 4, 2772
49, 47.8337, 4, 86
47, 37.118, 4, 9802
48, 39.5745, 4, 307
50, 35.7834, 7, 2416
50, 30.9478, 7, 865
53, 44.1199, 6, 11742
53, 40.2515, 6, 240
53, 69.265, 8, 12164
60, 62.2824, 9, 5522
60, 62.2824, 9, 102
56, 43.7524, 7, 4060
51, 26.6344, 6, 5771
50, 44.4874, 10, 17240
49, 43.9652, 9, 209
52, 45.5319, 9, 969
53, 46.0542, 9, 247
46, 41.4313, 6, 13401
51, 14.0619, 4, 10852
53, 20.9091, 4, 482
40, 52.8046, 2, 22629
41, 53.3269, 2, 447
44, 49.0909, 2, 1317
44, 49.0909, 2, 703
43, 48.5687, 2, 147
46, 31.7602, 2, 5032
58, -7.42747, 6, 23169
50, 30.9478, 10, 26028
40, 45.0677, 5, 17831
63, 35.8027, 8, 19400
56, 57.2921, 7, 33004
45, 65.087, 4, 19899
40, 42.1663, 9, 5374
29, 39.323, 6, 15218
28, 38.8008, 6, 847
42, 49.9807, 6, 14213
41, 45.5899, 6, 147
40, 43.1335, 6, 1015
37, 23.1915, 4, 31006
39, 16.499, 0, 7663
38, 30.4836, 0, 2857
43, 28.2592, 0, 1125
43, 34.0619, 1, 370
44, 50.058, 1, 8111
49, 52.6692, 1, 3000
61, 18.3172, 8, 7430
61, 42.4952, 4, 13397
63, 53.2108, 7, 31207
63, 55.1451, 7, 721
50, 29.9807, 7, 28794
46, 28.8588, 9, 12616
47, 29.381, 9, 514
52, 45.5319, 6, 7338
48, 43.4429, 6, 277
42, 30.6383, 5, 12300
46, 20.1547, 7, 2838
59, 32.7466, 9, 10579
44, 23.9458, 3, 8177
45, 24.4681, -3, 384
60, 23.5977, 0, 7396
56, 16.6731, 7, 1055
58, 26.4217, 7, 1748
56, 65.9961, 5, 20003
51, 60.4836, 6, 10608
43, 49.5358, 5, 16699
49, 40.0967, 9, 25603
47, 35.1838, 9, 4435
43, 27.2921, 9, 5343
47, 36.1509, 4, 22971
47, 34.2166, 4, 903
44, 40.3868, 6, 7243
52, 30.058, 7, 6614
52, 33.9265, 7, 903
51, 33.4043, 7, 114
51, 25.6673, 7, 2109
49, 45.8994, 6, 4911
40, 52.8046, 6, 11761
37, 49.3037, 6, 3545
33, 49.1489, 3, 4733
39, 59.0522, 3, 4589
41, 61.0638, 3, 15445
51, 30.5029, 7, 16331
46, 22.089, 0, 11015
53, 47.0213, -1, 4881
53, 51.8569, 3, 7065
53, 51.8569, 3, 110
59, 40.4836, 7, 3488
59, 40.4836, 7, 110
64, 52.766, 6, 2123
63, 59.0135, 7, 1372
51, 51.7795, 6, 4097
50, 58.0271, 4, 4855
54, 71.7215, 6, 19667
54, 63.9845, 6, 1428
45, 38.9749, 3, 32988
44, 34.5841, 3, 45
46, 26.9246, 4, 5815
46, 30.793, 4, 164
42, 42.2437, 5, 1935
43, 43.7331, 6, 5377
44, 38.4526, 6, 3347
43, 34.0619, 6, 85
43, 30.1934, 6, 577
47, 29.381, 6, 11922
46, 23.0561, 6, 1
47, 40.0193, 6, 1877
47, 40.0193, 0, 12679
52, 36.8279, 0, 4680
52, 39.7292, -2, 6037
41, 57.1954, 5, 26535
35, 22.147, 2, 4106
34, 19.6905, 2, 0
35, 18.2785, 2, 676
36, 25.5706, 2, 1600
37, 24.1586, 3, 397
42, 20.9671, 3, 4213
41, 26.2476, 3, 27
45, 20.5996, 3, 2237
45, 24.4681, 3, 559
42, 49.9807, 7, 6792
42, 40.3095, 7, 1447
42, 38.3752, 7, 478
38, 50.793, 5, 1549
45, 37.0406, 6, 2664
44, 26.8472, 4, 1130
35, 47.2921, 2, 5149
33, 44.3133, 3, 247
33, 46.2476, 3, 280
43, 57.2727, 4, 22237
48, 73.4236, 5, 16888
44, 42.3211, 6, 10630
43, 37.9304, 6, 103
37, 34.7969, 3, 8668
49, 43.9652, 2, 8987
50, 46.4217, 2, 417
49, 45.8994, 2, 0
50, 38.6847, 3, 3995
52, 41.6634, 3, 3290
57, 51.0445, 4, 5031
61, 67.6402, 3, 3906
59, 52.089, 4, 7021
59, 52.089, 4, 228
39, 39.7099, 6, 23897
44, 25.8801, 6, 5363
47, 22.6112, 5, 19918
46, 35.6286, 6, 1938
53, 34.4487, 5, 12038
55, 24.8549, 3, 4474
60, 21.6634, 3, 3976
61, 24.1199, 3, 255
62, 24.6422, 3, 261
44, 9.43907, 2, 7999
44, 9.43907, 2, 592
44, 15.2418, 2, 5963
38, 28.5493, -1, 5632
40, 53.7718, 1, 9388
39, 49.381, 1, 407
39, 58.0851, 0, 4223
43, 67.911, 0, 896
44, 22.9787, 0, 12122
48, 41.5087, 5, 17078
39, 22.3017, 1, 1630
39, 14.5648, 1, 354
41, 6.90522, 1, 9034
44, 10.4062, 1, 1389
44, 10.4062, 1, 22
42, 9.3617, 2, 4758
39, 13.5977, 2, 1315
39, 31.9729, 4, 5389
39, 34.8743, 4, 984
41, 32.0503, 8, 2444
40, 33.4623, 8, 60
42, 45.1451, 8, 5666
47, 48.7234, 7, 5701
46, 44.3327, 7, 0
54, 34.0039, 9, 8749
56, 41.8182, 11, 2724
65, 47.4855, -3, 16925
69, 51.5087, 0, 4496
69, 55.3772, 0, 108
70, 50.0967, 0, 922
64, 75.0097, -1, 6623
64, 75.0097, -1, 20
46, 39.4971, -1, 9840
47, 45.8221, -1, 2565
46, 38.53, -1, 405
45, 28.3366, 0, 2688
53, 20.9091, 3, 5899
54, 27.234, 4, 1831
49, 24.6228, 1, 15854
52, 26.1896, 3, 6993
49, 35.2611, 8, 12847
33, 39.4778, 7, 13611
31, 30.6963, 7, 1979
35, 25.0484, 8, 1477
34, 22.5919, 8, 117
47, 40.0193, 9, 7375
57, 50.0774, 7, 15689
52, 44.5648, 8, 3955
47, 47.7563, 5, 12363
45, 47.6789, 0, 5947
55, 55.8027, -1, 5591
56, 60.1934, -1, 553
48, 50.2128, 2, 8328
54, 36.9052, 1, 9572
58, 46.7311, 6, 9850
57, 44.2747, 6, 161
45, 46.7118, 7, 8214
45, 48.646, 7, 90
43, 43.7331, 9, 4958
48, 20.2321, 12, 9977
52, 30.058, 12, 6533
49, 36.2282, 10, 485
49, 34.294, 10, 1022
46, 33.6944, 10, 163
43, 18.588, 6, 22161
44, 19.1103, 6, 411
43, 20.5222, 6, 159
48, 49.2456, 3, 9351
33, 39.4778, 3, 6929
53, 32.5145, 4, 30229
54, 33.0368, 4, 321
57, 27.8337, 6, 28020
55, 20.9865, 7, 1402
57, 27.8337, 8, 2899
60, 22.6306, 8, 9778
50, 30.9478, 7, 6383
60, 48.7427, 5, 38219
58, 42.8627, 0, 3298
62, 36.2476, -2, 8752
59, 36.6151, -3, 248
51, 59.5164, 4, 16051
48, 7.65957, 6, 35634
51, 10.1934, 10, 6746
47, 20.677, 7, 3862
54, 40.7737, 5, 23344
52, 57.1373, 8, 16863
56, 52.4565, 9, 2558
56, 58.2592, 9, 3321
51, 39.207, 9, 5083
46, 49.1683, 6, 3040
47, 49.6905, 6, 335
43, 36.9632, 7, 19811
50, 44.4874, 12, 18635
52, 31.9923, 8, 2545
52, 35.8607, 8, 583
48, 4.75822, 11, 11536
49, 9.14894, 11, 1007
52, 40.6963, 7, 16496
38, 30.4836, 5, 17074
39, 30.0387, 6, 439
49, 33.3269, 8, 27127
46, 43.3656, 4, 12920
38, 32.4178, 5, 1972
42, 33.5397, 5, 28182
44, 44.2553, 5, 5229
42, 33.5397, 4, 1108
44, 50.058, 6, 4081
50, 37.7176, 2, 16333
49, 44.9323, 1, 745
47, 58.3946, 1, 7817
49, 48.8008, 9, 16435
52, 43.5977, 9, 1817
49, 58.472, 8, 2501
49, 58.472, 8, 64
46, 64.6422, 2, 12485
54, 28.2012, 7, 10679
51, 24.7002, 5, 1410
48, 37.6402, 4, 7554
44, 47.1567, 4, 9154
44, 47.1567, 4, 46
49, 29.4584, 3, 4023
53, 45.087, 2, 1540
53, 34.4487, 6, 27985
49, 23.6557, 5, 2823
54, 40.7737, 5, 6196
54, 41.7408, 4, 412
55, 37.4275, 4, 1172
56, 36.0155, 4, 2151
34, 44.8356, 2, 27251
33, 43.3462, 2, 13
32, 32.1857, 4, 2252
37, 27.06, 4, 15571
38, 29.5164, 5, 3940
40, 33.4623, 3, 3451
39, 36.8085, 3, 1137
35, 14.4101, 3, 4754
49, 16.8859, 2, 11952
49, 13.0174, 3, 440
47, 31.3153, -2, 41825
49, 35.2611, 6, 18923
49, 35.2611, 6, 194
54, 18.53, -6, 17966
54, 35.9381, -8, 2656
54, 34.0039, -8, 637
53, 35.4159, -7, 4231
53, 35.4159, -7, 44
56, 34.0812, -6, 3228
56, 37.9497, -6, 4101
55, 37.4275, -6, 86
57, 46.2089, -6, 812
55, 49.0329, -6, 7
55, 49.0329, -6, 74
45, 57.3501, 2, 25483
59, 67.5629, 6, 23738
55, 57.7369, 7, 12279
46, 41.4313, 6, 9021
45, 23.501, 6, 9298
46, 38.53, 4, 8673
45, 34.1393, 4, 39
43, 34.0619, 3, 26906
50, 30.9478, 7, 10407
48, 22.1663, 4, 23671
45, 28.3366, 3, 5081
45, 28.3366, 3, 221
41, 43.6557, 3, 3986
43, 55.3385, 6, 7136
46, 64.6422, 1, 5039
45, 35.1064, 0, 2178
41, 34.9516, -2, 1378
41, 38.8201, -2, 494
50, 49.323, 7, 6562
52, 49.4004, 5, 29838
51, 54.6809, 4, 546
60, 64.2166, 7, 6102
38, 27.5822, 4, 20991
49, 12.0503, 6, 6568
49, 15.9188, 6, 268
53, 21.8762, 7, 8052
45, 43.8104, 3, 31634
44, 47.1567, 3, 273
46, 45.2998, 3, 995
42, 39.3424, 4, 778
53, 41.2186, 8, 8915
53, 33.4816, 7, 5329
53, 62.4952, 5, 5266
61, 61.8375, 6, 2316
46, 68.5106, 5, 14819
39, 59.0522, 3, 6041
40, 49.9033, 5, 8070
40, 49.9033, 5, 112
43, 51.47, 7, 16044
44, 53.9265, 7, 397
44, 51.0251, 6, 2164
59, 51.1219, 8, 12077
58, 48.6654, 8, 145
54, 59.1489, 6, 3076
58, 53.501, 6, 4102
52, 48.4333, 4, 7791
46, 67.5435, 3, 13594
47, 40.0193, 5, 47028
54, 55.2805, 6, 6065
50, 54.1586, 6, 18282
48, 52.147, 6, 30681
57, 45.2418, 4, 10659
56, 46.6538, 4, 475
49, 52.6692, 3, 24410
41, 40.7544, 2, 10765
41, 40.7544, -2, 1167
36, 45.8801, -9, 10540
42, 51.9149, -10, 7019
47, 40.9865, -8, 5745
48, 45.3772, -8, 543
49, 47.8337, -7, 361
49, 49.7679, -7, 623
48, 54.0812, -8, 32
45, 60.2515, -6, 23293
46, 64.6422, -6, 1157
45, 55.4159, -6, 1945
50, 46.4217, -6, 2763
53, 38.3172, -3, 5475
47, 57.4275, -6, 12387
53, 47.0213, -6, 4120
53, 43.1528, -6, 2197
50, 49.323, -6, 2820
51, 51.7795, -6, 593
54, 54.3133, -7, 4207
53, 51.8569, -7, 53
48, 23.1335, 9, 29455
49, 25.5899, 9, 401
49, 25.5899, 9, 438
54, 38.8395, 9, 6755
49, 45.8994, 5, 29679
37, 16.4217, 1, 13797
46, 33.6944, 5, 17663
46, 38.53, 5, 920
44, 39.4197, 5, 40
44, 33.617, 5, 490
45, 22.5338, 4, 2331
44, 20.0774, 4, 161
45, 24.4681, 5, 4093
42, 24.8356, 5, 1451
53, 39.2843, 7, 10554
45, 29.3037, 9, 2453
46, 33.6944, 9, 507
48, 33.7718, 6, 2227
49, 20.7544, 6, 16057
37, 27.06, 4, 23127
40, 32.4952, 5, 687
39, 33.9072, 5, 905
32, 64.1006, 0, 6714
36, 30.4062, 0, 6829
30, 50.4836, 2, 7441
34, 42.9014, 0, 15663
34, 40.9671, 1, 623
34, 40.9671, 1, 644
36, 49.7485, 2, 1648
39, 57.118, -1, 1248
44, 32.6499, 1, 6180
48, 53.1141, 4, 8822
49, 59.4391, 4, 3761
48, 61.8182, 8, 4672
44, 65.5319, 8, 972
44, 65.5319, 8, 136
59, 68.53, 11, 6404
59, 61.7602, 10, 2167
57, 74.2553, 10, 549
56, 73.7331, 10, 45
55, 71.2766, 10, 0
55, 81.9149, 5, 8561
55, 70.3095, 7, 9272
55, 70.3095, 7, 16
52, 32.9594, 3, 26506
55, 70.3095, 3, 10694
52, 43.5977, -6, 15584
53, 43.1528, -4, 1837
53, 46.0542, -3, 4924
52, 41.6634, -3, 175
51, 29.5358, 3, 11041
45, 21.5667, -4, 7790
44, 19.1103, -4, 55
47, 30.3482, -5, 2283
48, 47.3114, -4, 5686
51, 46.9439, -2, 1778
51, 50.8124, -2, 785
56, 57.2921, 1, 1961
51, 45.0097, 3, 10665
44, 63.5977, 2, 11123
48, 39.5745, 5, 10813
48, 39.5745, 5, 360
45, 13.8298, 6, 7666
45, 13.8298, 6, 334
39, 38.7427, 6, 4403
38, 36.2863, 6, 3
38, 38.2205, 6, 160
36, 31.3733, 5, 264
38, 33.3849, 5, 1307
39, 37.7756, 5, 251
56, 76.6344, 8, 11748
57, 81.0251, 8, 411
63, 86.0928, 7, 6931
59, 82.0696, 6, 252
57, 80.058, 5, 1656
58, 82.5145, 5, 349
54, 35.9381, 6, 21925
54, 35.9381, 6, 262
51, 51.7795, 6, 7392
56, 49.5551, 4, 5104
60, 58.4139, 4, 2010
54, 69.7872, 2, 6250
54, 69.7872, 2, 274
56, 69.8646, 2, 914
47, 37.118, 4, 33408
48, 37.6402, 4, 233
43, 48.5687, 4, 4353
51, 54.6809, 7, 16293
50, 77.3694, 5, 5915
49, 94.2553, 6, 5060
54, 87.1954, 5, 14669
53, 86.6731, 5, 55
46, 75.2805, 7, 2598
49, 56.5377, 12, 7888
44, -0.232108, 4, 26981
42, 9.3617, 4, 3267
47, 22.6112, 6, 7513
57, 42.3404, 6, 11960
57, 46.2089, 7, 997
56, 54.3907, 1, 6288
40, 49.9033, 1, 15630
38, 44.9903, 1, 1561
37, 50.2708, 1, 6480
41, 53.3269, 3, 6079
48, 27.9691, 6, 26212
52, 30.058, 11, 2654
51, 29.5358, 6, 8257
50, 30.9478, 4, 2595
52, 33.9265, 4, 443
51, 33.4043, 4, 243
50, 28.0464, 5, 5784
51, 44.0426, 3, 20159
48, 56.9826, 3, 64888
46, 52.0696, 4, 5447
46, 50.1354, 4, 81
45, 48.646, 4, 1
39, 32.94, 7, 5964
41, 43.6557, 8, 1882
53, 43.1528, 6, 26843
53, 41.2186, 6, 289
50, 64.7969, 5, 10672
50, 64.7969, 5, 221
51, 59.5164, 7, 15632
48, 51.1799, -2, 21950
51, 34.3714, 5, 16231
53, 48.9555, 7, 1280
50, 44.4874, 5, 2966
50, 40.619, 6, 782
49, 34.294, 8, 1199
54, 62.0503, 8, 10512
59, 28.8781, 9, 14379
53, 65.3965, 7, 31318
54, 71.7215, 8, 3022
48, 74.3907, 5, 16575
52, 44.5648, 7, 7145
52, 42.6306, 7, 104
52, 42.6306, 7, 189
40, 1.54739, 0, 18202
41, 13.675, 0, 4417
43, 17.6209, 0, 664
43, 16.6538, 0, 126
44, 17.176, 1, 281
45, 15.764, 1, 249
42, 22.9014, 2, 3613
37, 42.5338, 0, 7241
38, 44.9903, 0, 329
39, 49.381, 0, 495
39, 51.3153, 1, 517
38, 50.793, 1, 340
37, 52.205, 1, 9
41, 59.1296, 2, 6510
38, 57.5629, 7, 7112
52, 28.1238, 8, 10154
51, 19.8646, 8, 5531
52, 27.1567, 5, 6675
50, 19.3424, 9, 789
45, 38.9749, 6, 9019
48, 56.0155, 6, 6215
48, 49.2456, -2, 4603
48, 49.2456, -2, 208
51, 74.9903, 1, 14042
56, 57.2921, 6, 8401
56, 57.2921, 7, 1615
55, 56.7698, 7, 81
49, 29.4584, 1, 12114
52, 24.2553, 2, 7890
49, 53.6364, 3, 5842
37, 36.7311, 0, 32610
42, 33.5397, 3, 3484
38, 41.1219, 3, 661
41, 33.9845, 1, 7206
48, 37.6402, 3, 13344
49, 40.0967, 3, 1107
60, 28.4333, 9, 10081
58, 29.323, 7, 3973
52, 31.0251, 4, 12166
47, 30.3482, 3, 14874
45, 19.6325, 2, 6853
44, 15.2418, 2, 129
53, 46.0542, 3, 7768
38, 51.7602, 3, 16332
37, 47.3694, 3, 255
57, 79.0909, 7, 19339
55, 81.9149, 5, 964
55, 62.5725, 6, 8480
52, 59.0716, 5, 34034
56, 52.4565, 8, 1390
58, 68.0077, 5, 14780
35, 35.6867, 7, 29602
31, 25.8607, 5, 691
32, 26.383, 5, 251
31, 25.8607, 5, 17
51, 3.4236, 9, 14743
54, 21.4313, 8, 5614
56, 20.5416, 8, 465
60, 15.8607, 8, 1145
62, 30.4449, 8, 2165
54, 34.971, 7, 7003
61, 37.6596, 7, 53163
50, 34.8162, 7, 14722
43, 33.0948, 2, 10780
44, 35.5513, 2, 299
58, 67.0406, -2, 29513
58, 67.0406, -2, 147
54, 57.2147, -1, 11367
49, 48.8008, 2, 26016
46, 57.8723, 2, 6974
44, 47.1567, 2, 2626
46, 50.1354, 2, 879
47, 54.5261, 2, 237
58, 49.6325, 1, 22247
59, 61.7602, 1, 679
58, 55.4352, 1, 0
57, 51.0445, 1, 0
56, 50.5222, 1, 47
50, 58.0271, -3, 4569
50, 58.0271, -3, 38
41, 49.4584, 3, 5574
47, 17.7756, 4, 2552
49, 40.0967, 5, 17603
41, 28.1818, 3, 11850
44, 31.6828, 3, 5287
40, 44.1006, 3, 3211
39, 41.6441, 3, 0
41, 48.4913, 2, 8065
38, 33.3849, 3, 7359
46, 9.51644, -2, 12968
45, 10.9284, -2, 89
38, 41.1219, 2, 2801
39, 49.381, -6, 364
41, 52.3598, -7, 8886
40, 46.0348, -6, 2174
41, 44.6228, -6, 2771
40, 44.1006, -6, 23
35, 45.3578, -7, 2067
35, 35.6867, -8, 2715
36, 36.2089, -8, 221
44, 43.2882, -7, 4063
45, 45.7447, -7, 2628
47, 37.118, -8, 4907
46, 32.7273, -8, 0
40, 25.7253, 3, 3007
40, 21.8569, 3, 216
41, 57.1954, 4, 12532
42, 34.5068, 4, 25580
48, 34.7389, -4, 33030
43, 19.5551, -2, 4797
34, 13.8878, 4, 7697
40, 2.51451, 5, 4320
39, 26.1702, 4, 5399
46, 54.0039, 6, 11920
45, 52.5145, 6, 0
40, 51.8375, 3, 4286
46, 43.3656, 6, 10162
47, 59.3617, 6, 3427
46, 38.53, 5, 4342
46, 38.53, 3, 1474
42, 26.7698, 2, 1064
42, 37.4081, 2, 7036
38, 48.8588, 5, 3228
48, 56.0155, 3, 26625
47, 61.2959, 3, 539
52, 44.5648, 7, 13957
53, 37.3501, 9, 18134
54, 34.0039, 9, 247
48, 25.0677, 3, 47805
44, 55.8607, -2, 7043
52, 75.5126, 2, 9718
40, 17.9884, 3, 46668
39, 17.4662, 3, 97
25, 17.8917, 0, 2682
25, 12.089, 0, 327
31, 8.45261, 3, 5100
35, 19.2456, 6, 5806
46, 28.8588, 6, 23395
42, 20.9671, 5, 11761
45, 32.205, 5, 2005
44, 34.5841, 4, 17462
41, 14.6422, 3, 18278
39, 23.2689, 3, 218
44, 15.2418, 3, 3170
53, 51.8569, 6, 24239
58, 68.0077, 6, 3050
61, 77.3114, 6, 1100
58, 79.6132, 6, 1441
48, 63.7524, 4, 20637
40, 64.4101, 2, 10311
66, 59.6132, 3, 23170
64, 54.7002, 3, 141
46, 37.5629, 9, 16388
40, 25.7253, 6, 2982
44, 37.4855, 3, 16550
43, 29.2263, 3, 1837
46, 38.53, 3, 2468
46, 48.2012, 5, 6330
45, 42.8433, 5, 5715
48, 35.706, 4, 20719
56, 51.4894, 8, 8837
54, 68.8201, 8, 8368
41, 73.6364, 7, 5246
41, 73.6364, 7, 221
42, 74.1586, 7, 259
45, 77.6596, 8, 994
50, 62.8627, 7, 4024
45, 58.3172, 5, 1390
55, 63.5397, 4, 12393
58, 61.2379, 9, 4594
58, 61.2379, 9, 162
58, 15.7834, 5, 18342
57, 25.8994, 5, 1667
49, 9.14894, 5, 4140
48, 8.62669, 5, 0
48, 8.62669, 5, 46
50, 20.3095, 4, 2751
53, 42.1857, 4, 8657
53, 75.0677, 4, 15138
58, 94.1199, 4, 5650
57, 77.1567, 2, 3100
52, 83.2495, 7, 4172
50, 71.5667, 6, 1019
46, 59.8066, 6, 1014
38, 23.7137, 6, 18324
35, 29.8839, 5, 514
53, 50.8897, 4, 24227
52, 29.0909, 1, 27215
44, 43.2882, 6, 21574
42, 28.7041, 4, 1747
50, -14.5068, 6, 17498
49, 20.7544, 3, 20863
43, 3.11412, 6, 3129
42, 6.46035, 6, 157
60, 1.35397, 7, 22128
52, 0.0773694, 9, 8654
51, -6.24758, 9, 623
53, -3.26886, 10, 570
54, -2.74662, 9, 2916
55, 13.2495, 7, 2408
58, 36.0928, 0, 6506
52, 30.058, -1, 3367
52, 63.9072, 2, 11462
46, 46.2669, 2, 26659
46, 46.2669, 2, 265
47, 48.7234, 2, 2847
48, 43.4429, 5, 2040
48, 41.5087, 6, 455
47, 39.0522, 6, 21
48, 41.5087, 6, 388
44, 23.9458, -3, 8716
45, 24.4681, -3, 225
45, 28.3366, -4, 5752
48, 22.1663, -3, 3316
36, 35.2418, -4, 4165
36, 29.4391, -4, 220
40, 25.7253, -2, 1054
41, 24.3133, -2, 241
48, 24.1006, 8, 31399
45, 22.5338, -1, 16467
45, 15.764, 5, 15379
46, 20.1547, 5, 393
46, 20.1547, 5, 328
56, 23.4429, 4, 6962
58, 38.0271, 6, 3451
57, 37.5048, 6, 161
59, 36.6151, 1, 38500
47, 40.9865, 5, 14864
63, 37.7369, 3, 21846
58, 61.2379, 1, 10154
53, 43.1528, -2, 27136
43, 74.6809, 0, 29170
41, 71.7021, 0, 104
42, 74.1586, 0, 299
41, 75.5706, 0, 4526
45, 73.7911, 0, 1295
44, 60.6963, 1, 3957
46, 54.971, 2, 4502
49, 61.3733, 3, 25492
40, 34.4294, 6, 33034
51, 45.9768, 7, 15004
50, 45.4545, 6, 27
50, 64.7969, 5, 2026
51, 69.1876, 5, 275
57, 37.5048, 11, 12274
54, 35.9381, 11, 1947
54, 35.9381, 11, 136
53, 33.4816, 11, 277
43, 33.0948, 2, 16477
40, 29.5938, 2, 201
41, 24.3133, 4, 1062
36, 9.12959, 5, 7919
36, 9.12959, 5, 2871
40, 18.9555, 2, 3360
60, 27.4662, 8, 32603
60, 27.4662, 8, 172
61, 31.8569, 8, 371
61, 37.6596, 8, 202
58, 39.9613, 9, 3036
58, 62.205, 8, 9875
